calib_tl,-0.3019999999999997,-0.5889999999999994
vaseline,0.6151043842580423,-0.6257731930931716
blue_bowl,0.45249010430362036,-0.6235491103514763
wood_bowl,0.0884571689017446,-0.5376041476027693
orange_2,0.11564691734595534,-0.6533715873433249
orange_6,0.6318281006223162,-0.767125024103777
orange_5,0.4454746077657993,-0.8640812867034791
orange_4,0.24704956788500343,-0.7487936856867379
calib_br,0.6380000000000005,-0.8989999999999992
white_spoon,-0.08213293715487746,-0.6224797580857212
orange_1,-0.1197690700324302,-0.7196255973354363
black_bottle,-0.10478969234814584,-0.8652414935577168
orange_3,0.28833284950477733,-0.5883562836357257
red_cup,-0.21894377070733595,-0.8268545148566914
yellow_bowl,0.2184288263651507,-0.8848905986501877
calib_tr,0.6590000000000004,-0.5169999999999996
lime,0.09381706372162368,-0.7559673976685066
