calib_tl,-0.44999999999999996,1.3877787807814457e-17
vaseline,-0.3637252524946393,-0.10306327330034924
garlic_press,-0.22833281558988627,-0.20760969215732322
VIRTUAL_ME,-0.8099999999999999,-0.5850000000000001
VIRTUAL_YOU,-0.08999999999999964,0.13500000000000004
black_bottle,-0.11907954054688841,0.015168999037754871
orange_5,-0.41509152693907525,-0.2754866157005068
orange_4,-0.20939117159028042,-0.05819726782994779
calib_br,-0.44999999999999973,-0.4499999999999999
orange_2,-0.8442200889508498,-0.41419993484009304
orange_1,-0.62591640590076,-0.18084488153777373
syringe,-0.7940880643719268,-0.25467143495753236
orange_3,-0.3240655993574929,0.0005080199722691664
pickle,-0.5569722994628095,-0.28347855405620415
calib_tr,3.3306690738754696e-16,1.3877787807814457e-17
