
on the far right

furthest to the right
to your far right

furthest right
the right most





to your close front right









to your close left
right in the middle














on the left


furthest left
the left most
furthest to your left
furthest to the left
all the way to the left








furthest away




furthest to your right
furthest to the right
the right most


















in the middle












the left most
on the far left
to the far right

furthest to the left
on the far left
furthest to the left
on the robot's far left
on the far right
to your right



to your near left
furthest to the right










in the middle


in the middle
the third over from your right











on the left side




to your top left


furthest to the left




on your left side
on the far right


on the far right




furthest to the right

on the far left

furthest right

furthest to the right
the rightmost







on the right side
in the middle









right in the middle
right in the middle


furthest to the left








furthest to your left











on the right side


on the far right
furthest to the right
the furthest to your right



on the far right of

on the right side
from the left on the bottom



in the very middle
the third from your left of
in the middle


in the middle







on the left

to your very left


to your far left


furthest to the left
to your left	furthest away
on the far right



furthest to the right








the second	from your right



in the middle






on your left side





in the front left




on the left



on the left side



on the left side
furthest to the left








furthest to the right


the further
on the far right




to your far right








in the middle








on the left




furthest to the left






furthest to your left











all the way in the back on your right


furthest to the right











over from your left
to the left



on your left side
on the right





on the left hand side


furthest left

furthest on your left
furthest to the left
the right most
on the right
furthest to the right


on the right side
furthest on your right


from your right
on the right






right in the middle
to your close front left
to the front left	back right
furthest front


on the left
furthest to the left
the left most
to the right
to your far left
furthest	to the left

on the right
furthest to the right


on the far right





the second from your right


is facing

the furthest















on the far right

on the far left




furthest left



on the far right

furthest to your right
furthest to the right
the rightmost












frontmost





on your left

to your near left








to your far left

the right most
on the far right
to the far left

furthest to the right

furthest to the right
on the robot's far right


the closest
the closest








to the right




on the far left

on the left of
furthest to the left
furthest on your left

your left








on the right
furthest to the right


furthest to the right

to your far right
















the closest









on the far left

to your left


on the left side
on the right

furthest to the right
on the right
on the right

on the right



on the bottom right








to your close front




that has the brown medicine bottle on its left





furthest on your left
furthest to the left

furthest to the left
on your left
furthest to the left


on the far right
furthest to the right
the furthest to your right
to the right


on the far right of


in front


















to your very left




on the outside	has	to its left
the furthest to the left
the furthest left
on the far right



furthest to the right
on the right hand side











on your right side
on the right

is on right

on the right side
the nearest cube





to your close middle









on the right hand side



on the right most side
furthest to the right




on your right



in the middle








to your close front








in the middle


on right



to the left

furthest to the right
on the far right


























to the left

furthest on your left




furthest to the left

furthest to the right

furthest on your right
the right most
furthest to the right


on the right side
on my left




facing robots right side






a little to the right


in the middle






furthest on your left

furthest to the left


